timestamp_utc,station_id,sample_index,raw_value,source,event_status
2026-06-17T18:33:10.084694+00:00,DION_001,107720,0.06885038123027447,SIMULATED,NORMAL
2026-06-17T18:33:10.095304+00:00,DION_001,107721,-0.04127592857208626,SIMULATED,NORMAL
2026-06-17T18:33:10.105886+00:00,DION_001,107722,0.10154624143438035,SIMULATED,NORMAL
2026-06-17T18:33:10.116493+00:00,DION_001,107723,0.21055488617523443,SIMULATED,NORMAL
2026-06-17T18:33:10.127432+00:00,DION_001,107724,0.18560630541163547,SIMULATED,NORMAL
2026-06-17T18:33:10.137949+00:00,DION_001,107725,0.27961362874463663,SIMULATED,NORMAL
2026-06-17T18:33:10.148604+00:00,DION_001,107726,-0.015178830439369906,SIMULATED,NORMAL
2026-06-17T18:33:10.159296+00:00,DION_001,107727,0.26413914067314787,SIMULATED,NORMAL
2026-06-17T18:33:10.169875+00:00,DION_001,107728,0.3127026214544062,SIMULATED,NORMAL
2026-06-17T18:33:10.180434+00:00,DION_001,107729,0.15055026850529055,SIMULATED,NORMAL
2026-06-17T18:33:10.191350+00:00,DION_001,107730,0.04802681280025575,SIMULATED,NORMAL
2026-06-17T18:33:10.201803+00:00,DION_001,107731,0.11214491784941089,SIMULATED,NORMAL
2026-06-17T18:33:10.212335+00:00,DION_001,107732,0.28825991940486256,SIMULATED,NORMAL
2026-06-17T18:33:10.222999+00:00,DION_001,107733,-0.14715712608027043,SIMULATED,NORMAL
2026-06-17T18:33:10.233639+00:00,DION_001,107734,-0.038848952948588034,SIMULATED,NORMAL
2026-06-17T18:33:10.244231+00:00,DION_001,107735,-0.1219143159270013,SIMULATED,NORMAL
2026-06-17T18:33:10.254810+00:00,DION_001,107736,0.10110794082599286,SIMULATED,NORMAL
2026-06-17T18:33:10.265514+00:00,DION_001,107737,-0.23619694087429915,SIMULATED,NORMAL
2026-06-17T18:33:10.276112+00:00,DION_001,107738,-0.22043062805561806,SIMULATED,NORMAL
2026-06-17T18:33:10.286707+00:00,DION_001,107739,0.111168798447251,SIMULATED,NORMAL
2026-06-17T18:33:10.297362+00:00,DION_001,107740,-0.33490459823114693,SIMULATED,NORMAL
2026-06-17T18:33:10.308037+00:00,DION_001,107741,-0.08513105732779651,SIMULATED,NORMAL
2026-06-17T18:33:10.318643+00:00,DION_001,107742,-0.37625093594520675,SIMULATED,NORMAL
2026-06-17T18:33:10.329224+00:00,DION_001,107743,-0.09325302690160608,SIMULATED,NORMAL
2026-06-17T18:33:10.339711+00:00,DION_001,107744,-0.3255299451426956,SIMULATED,NORMAL
2026-06-17T18:33:10.350182+00:00,DION_001,107745,-0.3488399591296518,SIMULATED,NORMAL
2026-06-17T18:33:10.360837+00:00,DION_001,107746,-0.29138920184414285,SIMULATED,NORMAL
2026-06-17T18:33:10.371265+00:00,DION_001,107747,-0.2548097844843999,SIMULATED,NORMAL
2026-06-17T18:33:10.381725+00:00,DION_001,107748,-0.6009092707509629,SIMULATED,NORMAL
2026-06-17T18:33:10.392324+00:00,DION_001,107749,-0.24683644163172758,SIMULATED,NORMAL
2026-06-17T18:33:10.402756+00:00,DION_001,107750,-0.8115608244196684,SIMULATED,NORMAL
2026-06-17T18:33:10.413177+00:00,DION_001,107751,-0.38511644520629784,SIMULATED,NORMAL
2026-06-17T18:33:10.423545+00:00,DION_001,107752,-0.727728512027562,SIMULATED,NORMAL
2026-06-17T18:33:10.434276+00:00,DION_001,107753,-0.8413580693239732,SIMULATED,NORMAL
2026-06-17T18:33:10.444813+00:00,DION_001,107754,-0.7073065943144183,SIMULATED,NORMAL
2026-06-17T18:33:10.455642+00:00,DION_001,107755,-0.38645032582573374,SIMULATED,NORMAL
2026-06-17T18:33:10.466648+00:00,DION_001,107756,-0.9762537000399013,SIMULATED,NORMAL
2026-06-17T18:33:10.477457+00:00,DION_001,107757,-0.4153491887514862,SIMULATED,NORMAL
2026-06-17T18:33:10.487932+00:00,DION_001,107758,-0.9444674852168389,SIMULATED,NORMAL
2026-06-17T18:33:10.498565+00:00,DION_001,107759,-0.9534181063394466,SIMULATED,NORMAL
2026-06-17T18:33:10.509119+00:00,DION_001,107760,-0.820556681499167,SIMULATED,NORMAL
2026-06-17T18:33:10.519676+00:00,DION_001,107761,-0.9643115218402484,SIMULATED,NORMAL
2026-06-17T18:33:10.530226+00:00,DION_001,107762,-0.8337820840334145,SIMULATED,NORMAL
2026-06-17T18:33:10.540832+00:00,DION_001,107763,-0.8924226529383306,SIMULATED,NORMAL
2026-06-17T18:33:10.551437+00:00,DION_001,107764,-1.1214722422629508,SIMULATED,NORMAL
2026-06-17T18:33:10.561998+00:00,DION_001,107765,-0.7768140385520041,SIMULATED,NORMAL
2026-06-17T18:33:10.572612+00:00,DION_001,107766,-0.8119118145507578,SIMULATED,NORMAL
