timestamp_utc,station_id,sample_index,raw_value,source,event_status
2026-06-17T20:19:56.490415+00:00,DION_001,165439,0.20619427194410403,SIMULATED,NORMAL
2026-06-17T20:19:56.500939+00:00,DION_001,165440,0.10699574320696699,SIMULATED,NORMAL
2026-06-17T20:19:56.511531+00:00,DION_001,165441,0.155518536377226,SIMULATED,NORMAL
2026-06-17T20:19:56.522354+00:00,DION_001,165442,0.5940366350069594,SIMULATED,NORMAL
2026-06-17T20:19:56.533030+00:00,DION_001,165443,0.02258585174708916,SIMULATED,NORMAL
2026-06-17T20:19:56.543675+00:00,DION_001,165444,0.35935631883442176,SIMULATED,NORMAL
2026-06-17T20:19:56.554488+00:00,DION_001,165445,0.1541126352063541,SIMULATED,NORMAL
2026-06-17T20:19:56.565098+00:00,DION_001,165446,0.29007159818175354,SIMULATED,NORMAL
2026-06-17T20:19:56.575718+00:00,DION_001,165447,0.3074216128707763,SIMULATED,NORMAL
2026-06-17T20:19:56.586420+00:00,DION_001,165448,0.5687444883952882,SIMULATED,NORMAL
2026-06-17T20:19:56.596950+00:00,DION_001,165449,0.681817336215031,SIMULATED,NORMAL
2026-06-17T20:19:56.607563+00:00,DION_001,165450,0.6986417934395338,SIMULATED,NORMAL
2026-06-17T20:19:56.618190+00:00,DION_001,165451,0.6039340842286502,SIMULATED,NORMAL
2026-06-17T20:19:56.628798+00:00,DION_001,165452,0.6011104105927847,SIMULATED,NORMAL
2026-06-17T20:19:56.639386+00:00,DION_001,165453,0.47558730845561037,SIMULATED,NORMAL
2026-06-17T20:19:56.650070+00:00,DION_001,165454,0.704136455233429,SIMULATED,NORMAL
2026-06-17T20:19:56.660782+00:00,DION_001,165455,0.5925090943173874,SIMULATED,NORMAL
2026-06-17T20:19:56.671410+00:00,DION_001,165456,0.5324076989968278,SIMULATED,NORMAL
2026-06-17T20:19:56.682060+00:00,DION_001,165457,1.1088712357290023,SIMULATED,NORMAL
2026-06-17T20:19:56.692688+00:00,DION_001,165458,0.8105762663436624,SIMULATED,NORMAL
2026-06-17T20:19:56.703298+00:00,DION_001,165459,0.8857007607967178,SIMULATED,NORMAL
2026-06-17T20:19:56.713971+00:00,DION_001,165460,0.8807147435235657,SIMULATED,NORMAL
2026-06-17T20:19:56.724766+00:00,DION_001,165461,1.0149201688116811,SIMULATED,NORMAL
2026-06-17T20:19:56.735319+00:00,DION_001,165462,1.1866347390476912,SIMULATED,NORMAL
2026-06-17T20:19:56.745911+00:00,DION_001,165463,0.8274866919280833,SIMULATED,NORMAL
2026-06-17T20:19:56.756661+00:00,DION_001,165464,1.1837783309917675,SIMULATED,NORMAL
2026-06-17T20:19:56.767241+00:00,DION_001,165465,0.8540748501510826,SIMULATED,NORMAL
2026-06-17T20:19:56.777799+00:00,DION_001,165466,1.039982126484323,SIMULATED,NORMAL
2026-06-17T20:19:56.788435+00:00,DION_001,165467,1.1377723505340325,SIMULATED,NORMAL
2026-06-17T20:19:56.798943+00:00,DION_001,165468,1.1219853747829385,SIMULATED,NORMAL
2026-06-17T20:19:56.809346+00:00,DION_001,165469,1.0312625649782545,SIMULATED,NORMAL
2026-06-17T20:19:56.819772+00:00,DION_001,165470,1.1601250374055903,SIMULATED,NORMAL
2026-06-17T20:19:56.830200+00:00,DION_001,165471,1.2361036446030542,SIMULATED,NORMAL
2026-06-17T20:19:56.840599+00:00,DION_001,165472,0.9777703508850746,SIMULATED,NORMAL
2026-06-17T20:19:56.850935+00:00,DION_001,165473,1.175824371571466,SIMULATED,NORMAL
2026-06-17T20:19:56.861291+00:00,DION_001,165474,1.116246233002198,SIMULATED,NORMAL
2026-06-17T20:19:56.871787+00:00,DION_001,165475,1.1843033121644937,SIMULATED,NORMAL
2026-06-17T20:19:56.882357+00:00,DION_001,165476,1.4072281570318657,SIMULATED,NORMAL
2026-06-17T20:19:56.892854+00:00,DION_001,165477,1.0331351087185878,SIMULATED,NORMAL
2026-06-17T20:19:56.903333+00:00,DION_001,165478,1.066532285199635,SIMULATED,NORMAL
2026-06-17T20:19:56.913928+00:00,DION_001,165479,0.7339146093810841,SIMULATED,NORMAL
2026-06-17T20:19:56.924476+00:00,DION_001,165480,1.1601766713668005,SIMULATED,NORMAL
2026-06-17T20:19:56.935231+00:00,DION_001,165481,1.212104754747496,SIMULATED,NORMAL
2026-06-17T20:19:56.945847+00:00,DION_001,165482,1.313042786284487,SIMULATED,NORMAL
2026-06-17T20:19:56.956431+00:00,DION_001,165483,1.1798843872678477,SIMULATED,NORMAL
2026-06-17T20:19:56.967259+00:00,DION_001,165484,1.4306636861054116,SIMULATED,NORMAL
2026-06-17T20:19:56.977888+00:00,DION_001,165485,1.255047028930594,SIMULATED,NORMAL
2026-06-17T20:19:56.988809+00:00,DION_001,165486,0.9541993412526091,SIMULATED,NORMAL
2026-06-17T20:19:56.999455+00:00,DION_001,165487,0.7801801857785334,SIMULATED,NORMAL
2026-06-17T20:19:57.010078+00:00,DION_001,165488,1.2710694272374485,SIMULATED,NORMAL
2026-06-17T20:19:57.020736+00:00,DION_001,165489,0.8534473828562754,SIMULATED,NORMAL
2026-06-17T20:19:57.031410+00:00,DION_001,165490,0.8753473960219801,SIMULATED,NORMAL
2026-06-17T20:19:57.042043+00:00,DION_001,165491,0.997621382281893,SIMULATED,NORMAL
2026-06-17T20:19:57.052733+00:00,DION_001,165492,1.108023695510244,SIMULATED,NORMAL
2026-06-17T20:19:57.063271+00:00,DION_001,165493,0.8772054349557508,SIMULATED,NORMAL
2026-06-17T20:19:57.073709+00:00,DION_001,165494,0.6835318311955176,SIMULATED,NORMAL
2026-06-17T20:19:57.084180+00:00,DION_001,165495,0.7213558126186339,SIMULATED,NORMAL
2026-06-17T20:19:57.094706+00:00,DION_001,165496,0.7353560436256318,SIMULATED,NORMAL
2026-06-17T20:19:57.105198+00:00,DION_001,165497,0.9440413358790063,SIMULATED,NORMAL
2026-06-17T20:19:57.115641+00:00,DION_001,165498,3.14479510818767,SIMULATED,EVENT_DETECTED
2026-06-17T20:19:57.126560+00:00,DION_001,165499,0.6506839227654958,SIMULATED,NORMAL
