timestamp_utc,station_id,sample_index,raw_value,source,event_status
2026-06-17T16:49:08.112774+00:00,DION_001,367093,-0.19611608118211926,SIMULATED,NORMAL
2026-06-17T16:49:08.123051+00:00,DION_001,367094,-0.20102808372290065,SIMULATED,NORMAL
2026-06-17T16:49:08.133498+00:00,DION_001,367095,-2.81435565162173,SIMULATED,EVENT_DETECTED
2026-06-17T16:49:08.143917+00:00,DION_001,367096,0.08874859823982811,SIMULATED,NORMAL
2026-06-17T16:49:08.154286+00:00,DION_001,367097,0.18466103727969083,SIMULATED,NORMAL
2026-06-17T16:49:08.164651+00:00,DION_001,367098,-0.16584302344278612,SIMULATED,NORMAL
2026-06-17T16:49:08.174989+00:00,DION_001,367099,0.047369066947273136,SIMULATED,NORMAL
2026-06-17T16:49:08.185474+00:00,DION_001,367100,-0.26084356271718623,SIMULATED,NORMAL
2026-06-17T16:49:08.195815+00:00,DION_001,367101,-0.0001794566286869581,SIMULATED,NORMAL
2026-06-17T16:49:08.206106+00:00,DION_001,367102,0.10834390725546164,SIMULATED,NORMAL
2026-06-17T16:49:08.216505+00:00,DION_001,367103,0.09750945311133036,SIMULATED,NORMAL
2026-06-17T16:49:08.226925+00:00,DION_001,367104,0.04885361350304163,SIMULATED,NORMAL
2026-06-17T16:49:08.237221+00:00,DION_001,367105,-0.03292995243655587,SIMULATED,NORMAL
2026-06-17T16:49:08.247580+00:00,DION_001,367106,-0.051513454573896,SIMULATED,NORMAL
2026-06-17T16:49:08.257901+00:00,DION_001,367107,0.4529474172678828,SIMULATED,NORMAL
2026-06-17T16:49:08.268260+00:00,DION_001,367108,0.40849718171914945,SIMULATED,NORMAL
2026-06-17T16:49:08.278657+00:00,DION_001,367109,0.21738399879697562,SIMULATED,NORMAL
2026-06-17T16:49:08.288992+00:00,DION_001,367110,0.23033968785502504,SIMULATED,NORMAL
2026-06-17T16:49:08.299436+00:00,DION_001,367111,0.12507104851462875,SIMULATED,NORMAL
2026-06-17T16:49:08.309906+00:00,DION_001,367112,0.3358183170878428,SIMULATED,NORMAL
2026-06-17T16:49:08.320382+00:00,DION_001,367113,0.462306426728053,SIMULATED,NORMAL
2026-06-17T16:49:08.330859+00:00,DION_001,367114,0.38188954154135707,SIMULATED,NORMAL
2026-06-17T16:49:08.341233+00:00,DION_001,367115,0.3291921231637675,SIMULATED,NORMAL
2026-06-17T16:49:08.351621+00:00,DION_001,367116,0.2238180411962697,SIMULATED,NORMAL
2026-06-17T16:49:08.362020+00:00,DION_001,367117,0.6323610518764705,SIMULATED,NORMAL
2026-06-17T16:49:08.372307+00:00,DION_001,367118,0.5243905275533904,SIMULATED,NORMAL
2026-06-17T16:49:08.382697+00:00,DION_001,367119,0.631672786918307,SIMULATED,NORMAL
2026-06-17T16:49:08.393047+00:00,DION_001,367120,0.5440506451978866,SIMULATED,NORMAL
2026-06-17T16:49:08.403374+00:00,DION_001,367121,0.5172156801558546,SIMULATED,NORMAL
2026-06-17T16:49:08.413717+00:00,DION_001,367122,0.7023914725371753,SIMULATED,NORMAL
2026-06-17T16:49:08.424003+00:00,DION_001,367123,0.5575896988401922,SIMULATED,NORMAL
2026-06-17T16:49:08.434483+00:00,DION_001,367124,0.8529673254614676,SIMULATED,NORMAL
2026-06-17T16:49:08.444809+00:00,DION_001,367125,0.8627316520411696,SIMULATED,NORMAL
2026-06-17T16:49:08.455078+00:00,DION_001,367126,0.9535887606509345,SIMULATED,NORMAL
2026-06-17T16:49:08.465343+00:00,DION_001,367127,0.9390626282143328,SIMULATED,NORMAL
2026-06-17T16:49:08.475611+00:00,DION_001,367128,0.9913955165158687,SIMULATED,NORMAL
