timestamp_utc,station_id,sample_index,raw_value,source,event_status
2026-06-17T18:14:09.805456+00:00,DION_001,0,-0.16854891156229174,SIMULATED,NORMAL
2026-06-17T18:14:09.842823+00:00,DION_001,1,-0.11039579213210438,SIMULATED,NORMAL
2026-06-17T18:14:09.853082+00:00,DION_001,2,-0.2967389015347125,SIMULATED,NORMAL
2026-06-17T18:14:09.863273+00:00,DION_001,3,-0.21729630497199398,SIMULATED,NORMAL
2026-06-17T18:14:09.873404+00:00,DION_001,4,-0.4463742633671917,SIMULATED,NORMAL
2026-06-17T18:14:09.883564+00:00,DION_001,5,-0.4139362966859143,SIMULATED,NORMAL
2026-06-17T18:14:09.893817+00:00,DION_001,6,-0.18489542335458484,SIMULATED,NORMAL
2026-06-17T18:14:09.904005+00:00,DION_001,7,0.09909034521715934,SIMULATED,NORMAL
2026-06-17T18:14:09.914250+00:00,DION_001,8,-0.13122966245927128,SIMULATED,NORMAL
2026-06-17T18:14:09.924501+00:00,DION_001,9,0.15860347140596814,SIMULATED,NORMAL
2026-06-17T18:14:09.934799+00:00,DION_001,10,-0.03933989041448137,SIMULATED,NORMAL
2026-06-17T18:14:09.945081+00:00,DION_001,11,0.02043880170839578,SIMULATED,NORMAL
2026-06-17T18:14:09.955385+00:00,DION_001,12,-0.2167190733297551,SIMULATED,NORMAL
2026-06-17T18:14:09.965699+00:00,DION_001,13,-0.029493945302481034,SIMULATED,NORMAL
2026-06-17T18:14:09.976134+00:00,DION_001,14,-0.04821674858063357,SIMULATED,NORMAL
2026-06-17T18:14:09.986709+00:00,DION_001,15,2.779716531420452,SIMULATED,EVENT_DETECTED
2026-06-17T18:14:09.997759+00:00,DION_001,16,-0.2913664363680112,SIMULATED,NORMAL
2026-06-17T18:14:10.008327+00:00,DION_001,17,0.14582181120903837,SIMULATED,NORMAL
2026-06-17T18:14:10.018929+00:00,DION_001,18,0.07476097509723484,SIMULATED,NORMAL
2026-06-17T18:14:10.029411+00:00,DION_001,19,0.4531825368270023,SIMULATED,NORMAL
2026-06-17T18:14:10.040068+00:00,DION_001,20,-0.005188176483462856,SIMULATED,NORMAL
